REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	A549.H3K27AC.ENCFF714TFN.sorted.bam	A549.INPUT.ENCFF669AUD.sorted.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
17_Peak_4389_lociStitched	chr6	127098907	127147084	17	33577	34465.8258	5776.4223	331	RSPO3		RSPO3	331	1
2_Peak_4946_lociStitched	chr10	117359237	117377275	2	17524	31804.6016	3176.4918	332	PDZD8	AC005871.2,PDZD8	PDZD8	332	1
14_Peak_33089_lociStitched	chr19	3327189	3370256	14	28648	32433.7577	3884.6434	333	NFIC,AC007792.1	CELF5,AC005514.1,NFIC,AC010649.1	AC007792.1	333	1
15_Peak_45727_lociStitched	chr8	109561173	109622215	15	34299	37119.6402	8600.8178	334	EBAG9,SYBU	PKHD1L1,EBAG9,AC079061.1,SYBU	SYBU	334	1
12_Peak_40749_lociStitched	chr8	40031608	40082587	12	25230	37255.4532	8737.8006	335		IDO2,AC087518.1,AC022733.1,AC007991.3,AC007991.1	AC087518.1	335	1
Peak_743	chr20	31601172	31613550	1	12379	30493.203	2039.8944	336	ID1,MIR3193	HM13,HM13-IT1,AL110115.2,RNU6-384P,COX4I2,HM13-AS1	MIR3193	336	1
5_Peak_32826_lociStitched	chr17	41894913	41931241	5	18504	36564.132	8115.6752	337	TTC25,ACLY	AC125257.2,TTC25,CNP,AC125257.1,KLHL11,ACLY	ACLY	337	1
6_Peak_1660_lociStitched	chr11	69635941	69689229	6	20289	36768.72	8355.5584	338	CCND1,LTO1	FGF19,AP001888.1	LTO1	338	1
5_Peak_44323_lociStitched	chr18	3441136	3462666	5	18090	30850.337	2450.114	339	TGIF1	IGLJCOR18,TGIF1,BOD1P1,GAPLINC,RPL21P127	TGIF1	339	1
10_Peak_45387_lociStitched	chr9	116543190	116577360	10	22331	34870.485	6502.551	340	ASTN2-AS1,AL133284.1,ASTN2		AL133284.1	340	1
12_Peak_56657_lociStitched	chr15	50130869	50169520	12	21463	35497.0784	7131.1095	341	ATP8B4	SLC27A2,ATP8B4	ATP8B4	341	1
5_Peak_745_lociStitched	chr12	122398002	122424107	5	17934	33315.201	4991.276	342	CLIP1-AS1,CLIP1	RPL21P1,CLIP1	CLIP1	342	1
8_Peak_82063_lociStitched	chr2	144996709	145038625	8	27294	35783.6892	7461.048	343	TEX41	TEX41	TEX41	343	1
Peak_469	chr11	76780289	76795813	1	15525	31827.3048	3520.8432	344	TSKU,AP003119.2	AP003119.3,AP003119.1	TSKU	344	1
16_Peak_31234_lociStitched	chr1	93579157	93631763	16	35905	35125.0262	6922.9496	345	AL109613.1,BCAR3	FNBP1L,BCAR3	BCAR3	345	1
14_Peak_37311_lociStitched	chr10	75185203	75246827	14	29444	37812.4864	9656.4808	346	VDAC2,COMTD1	ZNF503-AS1,RPL39P25,HMGA1P5,ZNF503,AC010997.1	VDAC2	346	1
16_Peak_62201_lociStitched	chr9	72349841	72401673	16	24870	36707.4224	8578.196	347	ZFAND5	LINC01504,AL445646.1	ZFAND5	347	1
Peak_532	chr17	57944708	57956846	1	12139	31632.8418	3520.02	348	AC015813.4,CUEDC1	AC015845.1,AC015813.7,AC015813.5,CUEDC1,VEZF1,AC015813.1,SRSF1	CUEDC1	348	1
19_Peak_2796_lociStitched	chr10	110303240	110374613	19	34998	38876.8731	10877.2452	349	SMNDC1	AL360182.1	SMNDC1	349	1
4_Peak_4651_lociStitched	chr19	34994107	35009230	4	14013	32624.8479	4648.8102	350	GRAMD1A,AC020907.3	GRAMD1A,SCN1B,HPN,AC008555.8,ZNF792,AC020907.4	GRAMD1A	350	1
19_Peak_13823_lociStitched	chr2	160351255	160433268	19	34944	42769.7795	14844.353	351	RBMS1,MIR4785	RBMS1	MIR4785	351	1
6_Peak_54330_lociStitched	chr2	55087241	55117562	6	23675	34954.0488	7046.6004	352	RTN4	RTN4	RTN4	352	1
9_Peak_55818_lociStitched	chr11	69273823	69305069	9	19576	32786.4278	5018.1076	353	MYEOV,IFITM9P	MYEOV	MYEOV	353	1
Peak_612	chr7	130878568	130892080	1	13513	30595.2216	2983.4496	354	LINC00513,AC016831.6,LINC-PINT	AC058791.1,AC016831.2,MIR29A,MIR29B1,AC016831.4	MIR29B1	354	1
9_Peak_14715_lociStitched	chr7	134418355	134483516	9	21475	46205.6651	18662.1104	355	AC009275.1,AKR1B1	AKR1B10	AKR1B1	355	1
Peak_284	chr5	132360880	132373017	1	12138	29842.4556	2327.8766	356	SLC22A5,MIR3936HG,MIR3936	SLC22A4,SLC22A5,C5orf56,AC116366.3,MIR3936HG	MIR3936	356	1
15_Peak_37327_lociStitched	chr9	94780157	94829931	15	30621	36698.3702	9228.0996	357	C9orf3,MIR2278,AL807757.1	C9orf3	MIR2278	357	1
14_Peak_45983_lociStitched	chr7	24721321	24788021	14	26633	37098.54	9631.48	358	GSDME	AC005084.1,GSDME,OSBPL3	GSDME	358	1
5_Peak_753_lociStitched	chr10	119650389	119683080	5	22377	33400.3947	5953.0311	359	BAG3	RAD1P1,RPS8P4,INPP5F,TXNP1	BAG3	359	1
14_Peak_17437_lociStitched	chr4	174364331	174407185	14	30582	32534.7568	5099.626	360	AC116616.1	MIR4276	AC116616.1	360	1
4_Peak_61694_lociStitched	chr2	27791001	27811354	4	19256	31850.4097	4477.66	361	MRPL33,RBKS	MRPL33	MRPL33	361	1
13_Peak_36171_lociStitched	chr20	40990198	41039949	13	21693	34139.1362	6771.1111	362	RNU2-52P,TOP1		RNU2-52P	362	1
14_Peak_54254_lociStitched	chr15	71092498	71148303	14	24601	38957.4705	11613.0205	363	THSD4,CT62,THSD4-AS1	LRRC49,RPL5P3,HMGB1P6,THSD4-AS1	THSD4	363	1
14_Peak_39330_lociStitched	chr8	8248132	8315924	14	26471	39536.2944	12202.56	364		FAM86B3P,FAM85B,ALG1L13P	ALG1L13P	364	1
13_Peak_97603_lociStitched	chr1	23182951	23225613	13	26467	32359.127	5085.3104	365	HTR1D	AL161672.1,RNU6-514P,RNU6-135P,AL109936.1,LUZP1	HTR1D	365	1
10_Peak_8651_lociStitched	chr9	70412133	70443233	10	20836	31628.7	4369.55	366	KLF9		KLF9	366	1
2_Peak_4185_lociStitched	chr2	201115457	201131339	2	15139	30236.1516	3031.8738	367	CFLAR	RPL23AP30,NDUFB3,RNU6-1206P,RF00017,AC007272.1,CFLAR,RNU7-45P,AC007283.1,FAM126B,RPL17P10,IMPDH1P10,CFLAR-AS1,AC007283.2	CFLAR	367	1
11_Peak_30850_lociStitched	chr11	56876040	56916807	11	22157	33689.8488	6486.0297	368	AP001803.2,FADS2P1		FADS2P1	368	1
10_Peak_57425_lociStitched	chr8	133338475	133391631	10	29168	37102.888	9956.1188	369		KC877373.1,ST13P6,NDRG1,AF186190.1	AF186190.1	369	1
5_Peak_12889_lociStitched	chr15	88373914	88401286	5	21338	32996.946	5882.2428	370			MRPL46	370	1
13_Peak_29248_lociStitched	chr1	206674413	206727135	13	28016	36109.2978	9057.6396	371	DYRK3,MAPKAPK2,AL591846.1	DYRK3,MAPKAPK2,AL591846.2,RF00019,IL10	AL591846.1	371	1
13_Peak_545_lociStitched	chr8	141151837	141210043	13	20514	38025.9798	10995.1134	372	DENND3,SLC45A4	DENND3,AC011676.2,AC040970.1,AC011676.5,SLC45A4,AC011676.1	DENND3	372	1
2_Peak_1244_lociStitched	chr8	142668800	142685112	2	13441	29872.1656	2910.0608	373	PSCA,JRK	AP006547.1,AC108002.2,LY6K,THEM6,JRK,LNCOC1,AC108002.1	PSCA	373	1
5_Peak_75319_lociStitched	chr20	10847339	10865744	5	17534	31437.5805	4492.6605	374	AL050403.2	AL050403.2,FAT1P1,AL050403.1	FAT1P1	374	1
12_Peak_5136_lociStitched	chr16	81428681	81459001	12	24069	32211.968	5324.192	375	CMIP	MIR4720,AC092139.1,CMIP,AC092139.2,PPIAP51	CMIP	375	1
2_Peak_769_lociStitched	chr17	40062224	40076443	2	12687	30067.4974	3226.2911	376	THRA	CSF3,THRA,MSL1,AC090844.3,MED24,MIR6884,SNORD124,NR1D1,AC068669.1	THRA	376	1
9_Peak_267_lociStitched	chr2	223723791	223766166	9	17644	33107.5875	6267.2625	377	AP1S3	AC012512.1	AC012512.1	377	1
Peak_38	chr3	141358759	141372393	1	13635	29859.8234	3069.0134	378	PXYLP1,ZBTB38,AC117383.1	ZBTB38	AC117383.1	378	1
6_Peak_14300_lociStitched	chr8	125212109	125238558	6	24276	32489.9516	5702.4044	379	NSMCE2	RN7SL329P	RN7SL329P	379	1
16_Peak_19906_lociStitched	chr1	172893410	172942782	16	27452	34619.6464	7835.3364	380	AL031599.1,Z97198.1	AIMP1P2	Z97198.1	380	1
11_Peak_2671_lociStitched	chr9	87370188	87408853	11	25264	33035.376	6271.463	381		AL353752.1	AL353752.1	381	1
8_Peak_2558_lociStitched	chr3	12286546	12319480	8	25173	32495.9778	5796.384	382	PPARG	AC091492.1,PPARG,GSTM5P1	PPARG	382	1
11_Peak_26076_lociStitched	chr2	190833965	190888712	11	25877	36450.5526	9794.2383	383	GLS,AC005540.1	GLS	GLS	383	1
Peak_1721	chr16	57795647	57808194	1	12548	29602.1371	3011.28	384	AC092118.1,KIFC3	KATNB1,AC092118.2,AC092118.1,KIFC3,MIR6772,RNU6-20P	KIFC3	384	1
2_Peak_43661_lociStitched	chr17	45219140	45232150	2	12023	29990.652	3460.66	385	FMNL1,AC008105.3	FMNL1,MAP3K14-AS1,AC138150.2,AC008105.1,AC008105.2,SPATA32,MAP3K14	AC008105.3	385	1
12_Peak_1761_lociStitched	chr8	133177351	133218499	12	27022	34049.97	7550.658	386	WISP1	TG,NDRG1	WISP1	386	1
14_Peak_52099_lociStitched	chr11	86696328	86749144	14	22370	35064.5424	8630.1344	387	AP003059.1,AP003059.2	PRSS23,ME3	AP003059.2	387	1
6_Peak_50128_lociStitched	chr2	85911929	85939365	6	20052	32448.5572	6123.7152	388		ST3GAL5-AS1,AC012511.1,ST3GAL5	ST3GAL5	388	1
Peak_1461	chr2	191037256	191053506	1	16251	29321.5	3095.625	389	STAT4	AC067945.2,AC067945.3,AC067945.1,STAT1,STAT4	STAT4	389	1
7_Peak_2216_lociStitched	chr2	127386350	127417737	7	19176	31512.548	5288.7095	390	AC068282.1,MAP3K2	PROC,AC010976.1,MAP3K2,MIR4783	AC068282.1	390	1
13_Peak_8746_lociStitched	chr4	76687709	76733460	13	26588	31275.3836	5082.9361	391	SHROOM3	AC107072.2	SHROOM3	391	1
19_Peak_103664_lociStitched	chr6	117478636	117556564	19	35231	36174.1776	10013.748	392	DCBLD1,AL132671.2	RAP1BP3,AL132671.1,RNU6-253P,GOPC	DCBLD1	392	1
Peak_512	chr15	89095039	89109788	1	14750	29766.4318	3676.9257	393	ABHD2	ABHD2,RNU7-195P,AC013565.3,HMGB1P8	ABHD2	393	1
Peak_288	chr12	120227564	120239415	1	11852	28275.3009	2231.5433	394	PXN	PXN-AS1,AC004263.1,RPS20P31,NME2P1,GCN1,RPLP0,PXN	PXN	394	1
15_Peak_12189_lociStitched	chr6	129636480	129686866	15	29491	31949.7626	6041.2814	395	ARHGAP18	ARHGAP18	ARHGAP18	395	1
Peak_566	chr12	47217598	47230005	1	12408	28765.6295	2894.5531	396	PCED1B	MIR4698,AC008083.2,AC008083.3,PCED1B-AS1,AC008083.1	PCED1B	396	1
8_Peak_67037_lociStitched	chr10	103227021	103255722	8	18322	31361.5827	5519.2023	397	RPEL1	ST13P13,INA,NT5C2	RPEL1	397	1
Peak_2522	chr10	3801531	3814680	1	13150	28261.1457	2477.2716	398		AL450322.1,AL513303.2,KLF6	KLF6	398	1
11_Peak_20324_lociStitched	chr7	139644522	139684197	11	23524	31747.935	6070.275	399	HIPK2		HIPK2	399	1
8_Peak_1164_lociStitched	chr7	81150548	81176380	8	22593	29846.2928	4215.7824	400	AC005008.2	AC005008.2,AC005008.1	AC005008.2	400	1
2_Peak_4566_lociStitched	chr8	89882026	89905173	2	22868	29519.3691	3930.3606	401	OSGIN2,RNU6-925P	NBN	RNU6-925P	401	1
7_Peak_79171_lociStitched	chr17	9819372	9844678	7	15390	31845.0704	6280.9492	402	GLP2R,GSG1L2	AC027045.3,DHRS7C,AC027045.1,NPM1P45	GLP2R	402	1
Peak_78	chr1	150560107	150571225	1	11119	27829.4658	2275.8546	403	ADAMTSL4,ADAMTSL4-AS1,RN7SL473P,RN7SL600P	FALEC,ADAMTSL4,MIR4257,AL356356.1,MCL1,RF00561,RF00015	RN7SL473P	403	1
Peak_3942	chr22	46071290	46088831	1	17542	28126.9935	2594.3139	404	MIRLET7BHG	AL121672.3,PRR34-AS1,MIR3619,MIRLET7A3,MIR4763,MIRLET7B,LINC00899,PRR34,AL121672.1,AL121672.2	MIRLET7BHG	404	1
12_Peak_58378_lociStitched	chr8	121714380	121750912	12	24127	31384.6412	5863.386	405	HAS2-AS1	HAS2-AS1,AC104233.1	HAS2-AS1	405	1
12_Peak_84676_lociStitched	chr14	68229176	68284082	12	22311	35310.0486	9817.1928	406	RAD51B,RN7SL108P		RN7SL108P	406	1
14_Peak_66781_lociStitched	chr6	137216327	137271743	14	31548	31143.792	5696.7648	407	IFNGR1	IL22RA2	IFNGR1	407	1
7_Peak_3001_lociStitched	chr10	68072445	68107721	7	25592	31554.382	6109.8032	408	MYPN,HERC4	MYPN,HERC4	HERC4	408	1
12_Peak_83902_lociStitched	chr10	3449973	3503813	12	26083	33429.256	7995.24	409	AL357833.1	AL357833.2	AL357833.1	409	1
13_Peak_21795_lociStitched	chr7	80698596	80742318	13	20658	32052.5982	6680.7216	410		CD36,AC073850.1	CD36	410	1
6_Peak_20488_lociStitched	chr5	173939914	173975209	6	21624	31253.7225	5918.9715	411	CPEB4,C5orf47	CPEB4,C5orf47	C5orf47	411	1
Peak_749	chr19	13837995	13856179	1	18185	27243.2688	2078.4312	412	AC020916.1	ZSWIM4,NANOS3,MIR181C,MIR181D,AC020916.2,RN7SL619P,MIR24-2,MIR27A,MIR23A,C19orf57	AC020916.1	412	1
8_Peak_29113_lociStitched	chr1	228830266	228867508	8	28029	31432.248	6286.4496	413	AL078624.1		AL078624.1	413	1
11_Peak_4049_lociStitched	chr12	12869547	12903026	11	24471	31266.0381	6130.0049	414	RPL13AP20,GPRC5A	DDX47,AC007688.1,GPRC5A,MIR614,GPRC5D-AS1,AC007215.1,GPRC5D	GPRC5A	414	1
9_Peak_68200_lociStitched	chr14	100016863	100049121	9	20515	30158.0042	5029.0222	415	EVL	EVL,AL133368.1,AL133368.2,AL157912.1	EVL	415	1
Peak_763	chr16	73045955	73061346	1	15392	27619.1495	2513.3503	416	AC116667.1,ZFHX3	HCCAT5,AC002044.3,AC002044.1,AC002044.2,ZFHX3	ZFHX3	416	1
Peak_1255	chr1	234973425	234993398	1	19974	29024.7636	3936.6783	417	AL391832.3	AL391832.1,AL391832.2	AL391832.3	417	1
16_Peak_46857_lociStitched	chr1	89885042	89958212	16	35399	35121.6	10112.094	418	AC093423.3,LRRC8D,AL391497.1	ZNF326,RN7SKP272,GEMIN8P4	AL391497.1	418	1
8_Peak_83816_lociStitched	chr9	34147529	34188236	8	22779	31368.8142	6374.7162	419	UBAP1	AL353662.1,UBAP1,TUBB4BP2,DCAF12,AL354989.2,AL353662.3,RNA5SP282,AL353662.2	UBAP1	419	1
Peak_2623	chr14	61464847	61481138	1	16292	28563.0103	3575.8745	420	PRKCH	PRKCH,AL355916.2	PRKCH	420	1
8_Peak_49224_lociStitched	chr5	107359071	107395952	8	22082	31739.7886	6767.6635	421	EFNA5		EFNA5	421	1
9_Peak_70449_lociStitched	chr1	27522714	27576412	9	27341	29942.0048	5036.8724	422	BX293535.1,AHDC1	WASF2,FGR	AHDC1	422	1
11_Peak_68341_lociStitched	chr3	192869297	192930420	11	22282	31692.2755	6802.9899	423	MB21D2		MB21D2	423	1
9_Peak_29120_lociStitched	chr12	47016970	47040782	9	15237	29267.3292	4379.0268	424		AC079906.1,PCED1B,AMIGO2	PCED1B	424	1
9_Peak_19361_lociStitched	chr11	110173707	110209553	9	26939	28816.5994	3939.4754	425	RDX	ZC3H12C,RDX	RDX	425	1
9_Peak_58151_lociStitched	chr8	47498122	47531700	9	18506	29427.7592	4613.6172	426	SPIDR,AC024451.4,AC024451.2	AC024451.1	AC024451.2	426	1
Peak_217	chr1	10376208	10391573	1	15366	26768.903	2048.1545	427	KIF1B,AL139424.3	KIF1B,AL139424.2,PGD,CENPS-CORT,CENPS,AL139424.1	AL139424.3	427	1
12_Peak_30923_lociStitched	chr17	77354128	77395194	12	20808	32006.8404	7297.4282	428	SEPT9,AC111182.1	SEPT9,RF00019,AC111170.3,MIR4316	SEPT9	428	1
5_Peak_12793_lociStitched	chr3	16047410	16073406	5	25631	28847.7612	4203.5532	429			GALNT15	429	1
5_Peak_14355_lociStitched	chr17	48953750	48975044	5	11197	29064.1806	4475.9988	430	RF01210,GIP	UBE2Z,AC091133.1,IGF2BP1,SUMO2P17,SNF8,RNU1-42P,AC091133.2,AC091133.3,RF00017	GIP	430	1
Peak_424	chr8	143947676	143958416	1	10741	26977.806	2445.498	431	PLEC	GRINA,PLEC,MIR661,PARP10	PLEC	431	1
6_Peak_53676_lociStitched	chr17	14731993	14768645	6	19516	30402.834	5875.3156	432	AC005863.1	AC013248.1,RPS18P12	AC013248.1	432	1
12_Peak_14388_lociStitched	chr19	47288311	47335535	12	22142	32560.948	8089.4712	433	C5AR1,C5AR2	CCDC9,INAFM1,C5AR2,DHX34	C5AR1	433	1
6_Peak_3028_lociStitched	chr9	116228982	116250979	6	18505	28910.6571	4465.391	434	PAPPA	PAPPA-AS2	PAPPA-AS2	434	1
Peak_999	chr5	16883239	16902197	1	18959	27636.9724	3192.5272	435	MYO10	RNA5SP179,RPS26P28,RNU6-660P	RPS26P28	435	1
22_Peak_18017_lociStitched	chr21	41612409	41687317	22	33692	31783.4644	7340.984	436	LINC00111	LINC00112,AP001610.2,AP006748.1,LINC00479	LINC00111	436	1
Peak_441	chr12	52228328	52240605	1	12278	26928.3718	2540.1113	437	KRT7,METTL7AP1	LINC00592,KRT7,KRT86,AC021066.2,AC021066.3,KRT80,C12orf80,KRT7-AS,KRT87P,AC021066.1	KRT7	437	1
16_Peak_8921_lociStitched	chr10	79068960	79130712	16	32605	33833.9208	9448.056	438	ZMIZ1	ZMIZ1-AS1	ZMIZ1	438	1
10_Peak_46612_lociStitched	chr2	233816507	233859221	10	25889	31702.3308	7316.9082	439	MROH2A,HJURP	MROH2A,AC005538.2,MSL3P1	HJURP	439	1
12_Peak_42882_lociStitched	chr7	101855068	101893063	12	24717	31209.093	6850.4985	440	CUX1	CUX1,AC005096.1	CUX1	440	1
Peak_3624	chr15	67113289	67128505	1	15217	28825.1904	4468.9392	441	SMAD3	SMAD3,AC087482.1,AC012568.1	SMAD3	441	1
7_Peak_9837_lociStitched	chr4	89271427	89308800	7	29207	28702.464	4353.9545	442	GPRIN3	GPRIN3	GPRIN3	442	1
5_Peak_616_lociStitched	chr2	8623729	8663932	5	18575	31478.949	7176.2355	443		SNRPEP5,ID2,LINC01814,AC011747.1,ID2-AS1	AC011747.1	443	1
12_Peak_16811_lociStitched	chr10	122029086	122073826	12	24878	31465.642	7176.296	444	TACC2	TACC2,AC063960.1	TACC2	444	1
12_Peak_24971_lociStitched	chr2	108349031	108416853	12	23271	33653.2764	9373.0004	445	SULT1C2P1,GMCL1P2,SULT1C4	SULT1C2P2,SULT1C2P1,SMIM12P1,GCC2	SULT1C4	445	1
6_Peak_2579_lociStitched	chr15	62107708	62142777	6	20896	30359.2333	6151.1026	446		AC104590.1,C2CD4A,VPS13C,NPM1P47,C2CD4B	C2CD4B	446	1
8_Peak_1462_lociStitched	chr5	40547297	40576339	8	19674	27618.942	3415.3392	447	TTC33		AC114977.2	447	1
6_Peak_39359_lociStitched	chr16	84970768	85012481	6	18870	30204.3833	6040.0424	448	ZDHHC7	LINC02176,KIAA0513,AC025280.2	ZDHHC7	448	1
17_Peak_52053_lociStitched	chr4	174420901	174469950	17	30887	29135.106	4973.5686	449	MIR4276	AC116616.1,HPGD	MIR4276	449	1
7_Peak_72559_lociStitched	chr9	72291076	72326537	7	17805	30822.7012	6670.2141	450	LINC01504,RNA5SP285	AL135924.2,AL135924.1,ZFAND5	LINC01504	450	1
5_Peak_710_lociStitched	chr15	90388242	90424012	5	15746	31606.372	7458.045	451	IQGAP1,AC018946.1	AC018946.2,ZNF774,NDUFA3P4,IQGAP1,GABARAPL3	AC018946.1	451	1
Peak_12	chr12	124912827	124921740	1	8914	25986.7428	1846.7736	452	MIR5188,UBC	RNU6-927P,SCARB1,RPL22P19,DHX37	UBC	452	1
7_Peak_53268_lociStitched	chr7	158800892	158830881	7	14952	28702.4719	4585.3181	453	ESYT2	WDR60	ESYT2	453	1
3_Peak_15443_lociStitched	chr10	21515831	21536039	3	16368	27971.9136	3855.6864	454	MLLT10,SKIDA1	RF00019,MIR1915,CASC10,RNU6-306P	SKIDA1	454	1
9_Peak_2442_lociStitched	chr3	30594006	30632313	9	26499	30695.3991	6611.7882	455	TGFBR2,AC096921.1		TGFBR2	455	1
18_Peak_21515_lociStitched	chr5	149438592	149491713	18	35005	31787.6064	7718.4813	456		CARMN,MIR143,MIR145,IL17B,AC131025.2,AC021078.1,CSNK1A1	MIR145	456	1
2_Peak_2008_lociStitched	chr21	43329320	43348944	2	18084	26504.1744	2462.812	457	LINC00322	AP001046.1,LINC01679	LINC00322	457	1
13_Peak_55271_lociStitched	chr17	64653170	64709618	13	22587	34359.8976	10363.8528	458	SMURF2	AC132812.1,MINOS1P2,KPNA2P3	SMURF2	458	1
12_Peak_103414_lociStitched	chr12	612615	647015	12	27901	28968.24	5005.2	459	AC021054.1,NINJ2	AC006205.1,AC006205.2,RNU7-103P,NINJ2,LINC02455	AC021054.1	459	1
10_Peak_69428_lociStitched	chr10	69426282	69476344	10	20320	32019.6552	8059.982	460	TSPAN15,ATP5MC1P7	HK1,TSPAN15,TACR2,TMEM256P1	TSPAN15	460	1
5_Peak_4962_lociStitched	chr19	42829706	42858424	5	16287	29349.796	5390.3686	461	PSG8,PSG10P	PSG8-AS1,CEACAMP6,PSG1	PSG10P	461	1
12_Peak_76051_lociStitched	chr15	39160195	39205522	12	32481	28832.5047	4886.2506	462	C15orf53,AC113146.1,AC013652.1	C15orf54,AC013652.1	AC113146.1	462	1
15_Peak_23364_lociStitched	chr7	116553096	116592951	15	27390	30449.22	6512.307	463	CAV1,AC006159.2,LINC01510	CAV1,AC006159.1	LINC01510	463	1
Peak_1245	chr2	28388967	28396878	1	7912	26196.4854	2268.8748	464	FOSL2,AC104695.3,FLJ31356	AC104695.2	FOSL2	464	1
11_Peak_42069_lociStitched	chr11	128490592	128524056	11	25354	28340.6616	4427.2872	465	MIR6090,ETS1	ETS1-AS1,ETS1	ETS1	465	1
4_Peak_74003_lociStitched	chr7	23464029	23477014	4	12715	26307.61	2403.5235	466	IGF2BP3	RNU7-143P,AC079780.1,RPS2P32,IGF2BP3,RF00019,TRA2A	IGF2BP3	466	1
6_Peak_10466_lociStitched	chr10	112948647	112966703	6	16413	27053.3048	3156.1888	467	TCF7L2,AL158212.2	RPS15AP30	AL158212.2	467	1
2_Peak_446_lociStitched	chr7	12705455	12723187	2	17168	27364.0224	3486.1112	468		AC011891.2,ARL4A,AC011287.1,RF00264	AC011287.1	468	1
11_Peak_15464_lociStitched	chr6	158024456	158072270	11	26532	29257.3866	5402.982	469	SYNJ2	SYNJ2-IT1,SYNJ2,AL139330.1	SYNJ2	469	1
11_Peak_14989_lociStitched	chr9	35463399	35493439	11	19727	29099.748	5281.032	470	ATP8B5P,RUSC2	ZFAND6P1,RPL36AP33,RUSC2	RUSC2	470	1
2_Peak_1149_lociStitched	chr9	14309268	14324589	2	15233	26960.3637	3177.5754	471	AL136366.1,NFIB	AL136366.1,NFIB	AL136366.1	471	1
11_Peak_682_lociStitched	chr12	13096614	13149016	11	18895	31247.3126	7472.5252	472	FAM234B,GSG1	FAM234B,EMP1,GSG1	GSG1	472	1
4_Peak_19226_lociStitched	chr5	78590172	78611216	4	18011	27824.3768	4078.3272	473	LHFPL2	LHFPL2,HMGB1P21	LHFPL2	473	1
8_Peak_38943_lociStitched	chr3	123727812	123759369	8	21372	28944.0804	5203.7493	474	MYLK	MYLK-AS2,AC020634.1,MYLK	MYLK	474	1
13_Peak_58012_lociStitched	chr18	70413241	70465198	13	29561	30462.3891	6728.4315	475	RPS2P6	LARP7P3,AC091305.1,RN7SL795P,LINC01910	RPS2P6	475	1
6_Peak_22708_lociStitched	chr17	27528273	27554169	6	23044	29694.9432	5961.2592	476	KSR1	KSR1,AC069366.1	AC069366.1	476	1
Peak_5176	chr20	50387794	50410964	1	23171	27310.479	3586.716	477		RN7SL636P	RN7SL636P	477	1
Peak_919	chr20	50185691	50197807	1	12117	25976.704	2305.6748	478	CEBPB,CEBPB-AS1	AL161937.1,LINC01273,TMEM189-UBE2V1,TMEM189,AL161937.2	CEBPB-AS1	478	1
7_Peak_54490_lociStitched	chr2	47065443	47090323	7	17370	29020.032	5356.664	479	TTC7A,AC073283.1,STPG4,AC073283.3	TTC7A,AC093732.1	AC073283.1	479	1
5_Peak_3542_lociStitched	chr3	4976339	4997138	5	19125	28170.1656	4559.1408	480	BHLHE40,BHLHE40-AS1		BHLHE40	480	1
10_Peak_14481_lociStitched	chr2	26749177	26774613	10	20118	29185.2664	5583.202	481	SLC35F6,CENPA	CENPA	SLC35F6	481	1
13_Peak_49366_lociStitched	chr5	107507893	107573302	13	26406	33868.7802	10295.3766	482	EFNA5	EFNA5	EFNA5	482	1
5_Peak_1496_lociStitched	chr10	73886265	73912492	5	20063	28923.1356	5350.308	483	PLAU,C10orf55	AC022400.2,CAMK2G	PLAU	483	1
17_Peak_11215_lociStitched	chr4	6716081	6783611	17	31433	30226.428	6685.47	484	BLOC1S4,KIAA0232	AC093323.1,S100P,LINC02482,LINC002481,AC093323.2,AC093323.3,MRFAP1L1	KIAA0232	484	1
4_Peak_1528_lociStitched	chr9	110909083	110929289	4	15207	26946.7216	3406.7316	485	LPAR1	RNU6-432P,RF00019	RF00019	485	1
5_Peak_46005_lociStitched	chr15	72223953	72239050	5	12057	27228.9492	3733.4881	486	PKM	AC009690.2,GRAMD2A,PKM,PARP6	PKM	486	1
11_Peak_20177_lociStitched	chr1	218459532	218501195	11	21939	31830.532	8340.9326	487		TGFB2,TGFB2-OT1,C1orf143,RF00012	C1orf143	487	1
Peak_2302	chr2	85700501	85716853	1	16353	26511.4976	3106.88	488		GNLY,ATOH8,SFTPB,AC012454.1,RNU1-38P	GNLY	488	1
8_Peak_18954_lociStitched	chr12	116358512	116390960	8	24487	29336.2368	5993.1456	489	AC079384.1	MIR4472-2	AC079384.1	489	1
11_Peak_1289_lociStitched	chr2	227445636	227488871	11	21966	31060.024	7773.653	490	MIR5703,AGFG1	AGFG1	MIR5703	490	1
6_Peak_2169_lociStitched	chr11	34583954	34610464	6	20534	28336.539	5076.665	491		AC087783.1,EHF,AL137224.1	EHF	491	1
14_Peak_38905_lociStitched	chr4	119067778	119114135	14	27032	28143.3347	4904.5706	492		SYNPO2,AC096745.2,MYOZ2	MYOZ2	492	1
14_Peak_43205_lociStitched	chr9	72433394	72492348	14	22604	32112.2438	8878.4724	493	AL596448.1,AL445646.1	TMC1	AL596448.1	493	1
Peak_4812	chr3	149366446	149380071	1	13626	25792.125	2611.9125	494	TM4SF1-AS1,TM4SF1	TM4SF18,AC073522.1,AC108751.4	TM4SF1	494	1
